TRADENAME,ADDRESS,LICENCETYPES,COMDISTNM,JOBSTATUSDESC,JOBCREATED,longitude,latitude,location,Count,,
SILK ROAD SPICE MERCHANT (THE),#15 2701 16 ST SE,FOOD SERVICE - PREMISES,ALYTH/BONNYBROOK,RENEWAL LICENSED,04/15/2014 12:00:00 AM,-114.022720977436,51.030087099164,"(51.030087099164, -114.022720977436)",1,,
STRATHCONA SQUARE SOBEYS,#300 555 STRATHCONA BV SW,FOOD SERVICE - PREMISES,STRATHCONA PARK,LICENSED,05/02/2017 12:00:00 AM,-114.186954586476,51.0480764635009,"(51.0480764635009, -114.186954586476)",1,,
ZAKS FOODS,75 SKYLINE CR NE,FOOD SERVICE - PREMISES,SKYLINE WEST,RENEWAL LICENSED,11/04/2015 12:00:00 AM,-114.044882024157,51.0972044468278,"(51.0972044468278, -114.044882024157)",1,,
NOYPI MEATS,5320 17 AV SE,FOOD SERVICE - PREMISES,PENBROOKE MEADOWS,RENEWAL LICENSED,01/11/2016 12:00:00 AM,-113.957801981281,51.0385964422665,"(51.0385964422665, -113.957801981281)",1,,
SAFARI MEAT SHOPS,9671 MACLEOD TR SW,FOOD SERVICE - PREMISES,HAYSBORO,RENEWAL LICENSED,02/06/2014 12:00:00 AM,-114.073300973409,50.9683602350768,"(50.9683602350768, -114.073300973409)",1,,
STARBUCKS COFFEE #22865,#230 555 8 AV SW,FOOD SERVICE - PREMISES,DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,02/06/2015 12:00:00 AM,-114.072690294084,51.0453501980764,"(51.0453501980764, -114.072690294084)",1,,
TEJA FOOD GROUP,3048 9 ST SE,FOOD SERVICE - PREMISES,HIGHFIELD,RENEWAL LICENSED,11/04/2013 12:00:00 AM,-114.038238399479,51.0273446243013,"(51.0273446243013, -114.038238399479)",1,,
AK GROCERY AND VARIETY STORE,#6 5008 WHITEHORN DR NE,FOOD SERVICE - PREMISES,WHITEHORN,RENEWAL LICENSED,05/24/2016 12:00:00 AM,-113.962016312112,51.0862065318975,"(51.0862065318975, -113.962016312112)",1,,
MYHEALTHCARE PHARMACY,#101 3223 5 AV NE,FOOD SERVICE - PREMISES,FRANKLIN,LICENSED,01/29/2017 12:00:00 AM,-113.98775059345,51.0565193695499,"(51.0565193695499, -113.98775059345)",1,,
LEELA ECO SPA,220 4 AV SW,FOOD SERVICE - PREMISES,DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,02/09/2016 12:00:00 AM,-114.066516041037,51.0499394632639,"(51.0499394632639, -114.066516041037)",1,,
PIER 1 IMPORTS,#300 3221 SUNRIDGE WY NE,FOOD SERVICE - PREMISES,SUNRIDGE,RENEWAL LICENSED,10/31/2003 12:00:00 AM,-113.990550838324,51.0688225212411,"(51.0688225212411, -113.990550838324)",1,,
GLENMORE COIN LAUNDRY AND DRY CLEANING,#10B 6624 CENTRE ST SE,FOOD SERVICE - PREMISES,MANCHESTER INDUSTRIAL,RENEWAL LICENSED,05/03/2012 12:00:00 AM,-114.062736373462,50.9947914415103,"(50.9947914415103, -114.062736373462)",1,,
CHOCOLATERIE BERNARD CALLEBAUT,1313 1 ST SE,FOOD SERVICE - PREMISES,BELTLINE,RENEWAL LICENSED,11/22/2010 12:00:00 AM,-114.061417160158,51.039951610155,"(51.039951610155, -114.061417160158)",1,,
ADM AGRI-INDUSTIRES,4002 BONNYBROOK RD SE,FOOD SERVICE - PREMISES,ALYTH/BONNYBROOK,RENEWAL LICENSED,05/01/1997 12:00:00 AM,-114.018577937564,51.0195031671296,"(51.0195031671296, -114.018577937564)",1,,
MAC'S CONVENIENCE STORE,#10 523 WOODPARK BV SW,FOOD SERVICE - PREMISES,WOODLANDS,RENEWAL LICENSED,11/26/1998 12:00:00 AM,-114.109631131953,50.9407820495537,"(50.9407820495537, -114.109631131953)",1,,
STRATHCONA PETRO CANADA NEIGHBOUR,1010 STRATHCONA DR SW,FOOD SERVICE - PREMISES,STRATHCONA PARK,RENEWAL LICENSED,03/10/2008 12:00:00 AM,-114.186976684006,51.0468706070719,"(51.0468706070719, -114.186976684006)",1,,
PREMIER LIQUOR,9677 MACLEOD TR SW,FOOD SERVICE - PREMISES,HAYSBORO,RENEWAL LICENSED,06/27/2016 12:00:00 AM,-114.073300973409,50.9683602350768,"(50.9683602350768, -114.073300973409)",1,,
GOING NUTS,550 42 AV SE,FOOD SERVICE - PREMISES,MANCHESTER INDUSTRIAL,RENEWAL LICENSED,10/20/2010 12:00:00 AM,-114.051146237307,51.016553199401,"(51.016553199401, -114.051146237307)",1,,
ROYAL QUALITY CATERING,#A 2616 36 ST SE,FOOD SERVICE - PREMISES,FOREST LAWN,RENEWAL LICENSED,01/07/2011 12:00:00 AM,-113.981212482427,51.0313165830235,"(51.0313165830235, -113.981212482427)",1,,
DOUCETTE TRUCKING,4816 52 ST SE,FOOD SERVICE - PREMISES,RESIDUAL WARD 10 - SUB AREA 10B,RENEWAL LICENSED,12/30/2011 12:00:00 AM,-113.957032548922,51.0120537635634,"(51.0120537635634, -113.957032548922)",1,,
SUNTERRA PETIT MARCHE,#232 401 9 AV SW,FOOD SERVICE - PREMISES,DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,12/29/2003 12:00:00 AM,-114.069562561001,51.0443087492828,"(51.0443087492828, -114.069562561001)",1,,
MAC'S CONVENIENCE STORE,#56 6130 1A ST SW,FOOD SERVICE - PREMISES,MANCHESTER INDUSTRIAL,RENEWAL LICENSED,10/26/2015 12:00:00 AM,-114.066923811814,50.9982402184011,"(50.9982402184011, -114.066923811814)",1,,
EAU CLAIRE OIL & VINEGAR BAR,#12A 200 BARCLAY PR SW,FOOD SERVICE - PREMISES,EAU CLAIRE,LICENSED,10/20/2016 12:00:00 AM,-114.068443859948,51.0526580520094,"(51.0526580520094, -114.068443859948)",1,,
RILEY PARK SHELL,505 10 ST NW,FOOD SERVICE - PREMISES,HILLHURST,RENEWAL LICENSED,10/22/2009 12:00:00 AM,-114.086209616958,51.0568644219724,"(51.0568644219724, -114.086209616958)",1,,
MAYLAND CONVENIENCE STORE,1810 10 AV NE,FOOD SERVICE - PREMISES,MAYLAND HEIGHTS,RENEWAL LICENSED,05/17/2013 12:00:00 AM,-114.016531533175,51.0624748769313,"(51.0624748769313, -114.016531533175)",1,,
HOME DEPOT CANADA #7111,388 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES,COUNTRY HILLS VILLAGE,RENEWAL LICENSED,08/09/1999 12:00:00 AM,-114.067821279717,51.1559531853179,"(51.1559531853179, -114.067821279717)",1,,
HERITAGE WINE & SPIRITS,8419 ELBOW DR SW,FOOD SERVICE - PREMISES,HAYSBORO,RENEWAL LICENSED,01/18/2013 12:00:00 AM,-114.083779310905,50.9789334440457,"(50.9789334440457, -114.083779310905)",1,,
APNA PUNJAB SWEETS & SAMOSA FACTORY,#3107 5150 47 ST NE,FOOD SERVICE - PREMISES,WESTWINDS,RENEWAL LICENSED,05/30/2013 12:00:00 AM,-113.963699513676,51.099674968994,"(51.099674968994, -113.963699513676)",1,,
BOOSTER JUICE MOUNT ROYAL,#141Z 4825 MOUNT ROYAL GA SW,FOOD SERVICE - PREMISES,LINCOLN PARK,LICENSED,04/11/2017 12:00:00 AM,-114.132719767315,51.0126033546985,"(51.0126033546985, -114.132719767315)",1,,
VITALITY DRUGS,#2110 380 CANYON MEADOWS DR SE,FOOD SERVICE - PREMISES,LAKE BONAVISTA,RENEWAL LICENSED,02/18/2015 12:00:00 AM,-114.064422122684,50.9312929446678,"(50.9312929446678, -114.064422122684)",1,,
PETRO-CANADA CRANSTON,#7000 356 CRANSTON RD SE,FOOD SERVICE - PREMISES,CRANSTON,RENEWAL LICENSED,08/29/2011 12:00:00 AM,-113.978088321239,50.880207744132,"(50.880207744132, -113.978088321239)",1,,
SIGNATURE DRUG MART,#513 1851 SIROCCO DR SW,FOOD SERVICE - PREMISES,SIGNAL HILL,LICENSED,07/20/2016 12:00:00 AM,-114.167897618973,51.036461458549,"(51.036461458549, -114.167897618973)",1,,
SIMPLY ELEGANT,#6 3600 19 ST NE,FOOD SERVICE - PREMISES,NORTH AIRWAYS,RENEWAL LICENSED,01/14/2008 12:00:00 AM,-114.010961926266,51.0843732907713,"(51.0843732907713, -114.010961926266)",1,,
WINNERS APPAREL,#100 4307 130 AV SE,FOOD SERVICE - PREMISES,MCKENZIE TOWNE,RENEWAL LICENSED,02/17/2004 12:00:00 AM,-113.969677394101,50.9292073289481,"(50.9292073289481, -113.969677394101)",1,,
COMFORT INN & SUITES - CALGARY AIRPORT NORTH,147 FREEPORT CR NE,FOOD SERVICE - PREMISES,STONEY 2,RENEWAL LICENSED,05/28/2015 12:00:00 AM,-114.027776920204,51.1465535349599,"(51.1465535349599, -114.027776920204)",1,,
ROYAL CARE GUARDIAN PHARMACY,635 SHAWCLIFFE GA SW,FOOD SERVICE - PREMISES,SHAWNESSY,RENEWAL LICENSED,11/03/2014 12:00:00 AM,-114.074684975604,50.911180168791,"(50.911180168791, -114.074684975604)",1,,
VERSACOLD LOGISTICS SERVICES,5600 76 AV SE,FOOD SERVICE - PREMISES,GREAT PLAINS,RENEWAL LICENSED,01/28/2010 12:00:00 AM,-113.953669138935,50.9862861651564,"(50.9862861651564, -113.953669138935)",1,,
DOLLARAMA,#180 8220 CENTRE ST NE,FOOD SERVICE - PREMISES,BEDDINGTON HEIGHTS,RENEWAL LICENSED,06/14/2007 12:00:00 AM,-114.06925148398,51.1267824893207,"(51.1267824893207, -114.06925148398)",1,,
MACS CONVENIENCE STORE,#100 677 COUGAR RIDGE DR SW,FOOD SERVICE - PREMISES,COUGAR RIDGE,RENEWAL LICENSED,01/18/2016 12:00:00 AM,-114.216291230564,51.0676065044131,"(51.0676065044131, -114.216291230564)",1,,
DOLLAR TREE,#112 10440 MACLEOD TR SE,FOOD SERVICE - PREMISES,WILLOW PARK,RENEWAL LICENSED,10/28/2010 12:00:00 AM,-114.070512156985,50.9592922357025,"(50.9592922357025, -114.070512156985)",1,,
AQUARIUS CLUB,11255 30 ST SW,FOOD SERVICE - PREMISES,CEDARBRAE,RENEWAL LICENSED,06/20/2016 12:00:00 AM,-114.130062103058,50.9534492575157,"(50.9534492575157, -114.130062103058)",1,,
610 CONVENIENCE STORES,223 6 AV SE,FOOD SERVICE - PREMISES,DOWNTOWN COMMERCIAL CORE,RENEWAL LICENSED,10/14/2014 12:00:00 AM,-114.058796980618,51.0470418188934,"(51.0470418188934, -114.058796980618)",1,,
PRE PAK MEATS,4818 32 ST SE,FOOD SERVICE - PREMISES,GOLDEN TRIANGLE,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.985778021292,51.0110225137885,"(51.0110225137885, -113.985778021292)",1,,
INS MARKET - INTACT PLACE,#224 321 6 AV SW,FOOD SERVICE - PREMISES,DOWNTOWN COMMERCIAL CORE,LICENSED,04/19/2017 12:00:00 AM,-114.068747548552,51.0473296585417,"(51.0473296585417, -114.068747548552)",1,,
AL-NOOR MEAT AND GROCERY STORE,#810 5075 FALCONRIDGE BV NE,FOOD SERVICE - PREMISES,WESTWINDS,RENEWAL LICENSED,04/02/2013 12:00:00 AM,-113.962903325575,51.0976114771013,"(51.0976114771013, -113.962903325575)",1,,
NUTTY CLUB,3515 29 ST NE,FOOD SERVICE - PREMISES,HORIZON,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.992657037021,51.084352135506,"(51.084352135506, -113.992657037021)",1,,
WOODBINE HUSKY,11808 24 ST SW,FOOD SERVICE - PREMISES,WOODLANDS,RENEWAL LICENSED,08/06/2013 12:00:00 AM,-114.117324290309,50.9467845845386,"(50.9467845845386, -114.117324290309)",1,,
SWISS CHALET,265 SHAWVILLE BV SE,FOOD SERVICE - PREMISES,SHAWNESSY,RENEWAL LICENSED,06/19/2009 12:00:00 AM,-114.065525674016,50.9016668564785,"(50.9016668564785, -114.065525674016)",1,,
ARCTIC GLACIER & WESTERN ICE,#125 10710 25 ST NE,FOOD SERVICE - PREMISES,CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,01/30/2015 12:00:00 AM,-113.995726482905,51.1502416581627,"(51.1502416581627, -113.995726482905)",1,,
NATTY'S HERITAGE CARIBBEAN FOOD WAREHOUSE,#1145 8800 VENTURE AV SE,FOOD SERVICE - PREMISES,RESIDUAL WARD 12 - SUB AREA 12A,LICENSED,10/13/2016 12:00:00 AM,-113.906463871827,50.9712353381676,"(50.9712353381676, -113.906463871827)",1,,
SOLO LIQUOR STORE (BEACON HILL),11664 SARCEE TR NW,FOOD SERVICE - PREMISES,SHERWOOD,RENEWAL LICENSED,11/27/2014 12:00:00 AM,-114.15966947988,51.1568916688473,"(51.1568916688473, -114.15966947988)",1,,
DALHOUSIE PETRO CANADA,#3 5302 NORTHLAND DR NW,FOOD SERVICE - PREMISES,BRENTWOOD,RENEWAL LICENSED,10/18/2006 12:00:00 AM,-114.14080837021,51.1014241328289,"(51.1014241328289, -114.14080837021)",1,,
SAFEWAY GAS BAR #296,192 STEWART GR SW,FOOD SERVICE - PREMISES,SIGNAL HILL,RENEWAL LICENSED,09/25/2013 12:00:00 AM,-114.167253304457,51.0153601466275,"(51.0153601466275, -114.167253304457)",1,,
MONTEREY SHELL SELECT STORE,3130 68 ST NE,FOOD SERVICE - PREMISES,MONTEREY PARK,RENEWAL LICENSED,09/14/2009 12:00:00 AM,-113.934503103324,51.0804622627576,"(51.0804622627576, -113.934503103324)",1,,
MONASHEE SPRING WATER,3851D 21 ST NE,FOOD SERVICE - PREMISES,NORTH AIRWAYS,RENEWAL LICENSED,10/29/2010 12:00:00 AM,-114.00926237704,51.0873398354136,"(51.0873398354136, -114.00926237704)",1,,
SONS BAKERY,#3 303 58 AV SE,FOOD SERVICE - PREMISES,MANCHESTER INDUSTRIAL,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.059259914105,51.000152719745,"(51.000152719745, -114.059259914105)",1,,
9 ROUND 30 MINUTE KICKBOX FITNESS,#436 10816 MACLEOD TR SE,FOOD SERVICE - PREMISES,WILLOW PARK,RENEWAL LICENSED,02/04/2016 12:00:00 AM,-114.070650103935,50.9560880861236,"(50.9560880861236, -114.070650103935)",1,,
KENSINGTON DOLLAR STORE,#101 330 10 ST NW,FOOD SERVICE - PREMISES,SUNNYSIDE,RENEWAL LICENSED,07/24/2012 12:00:00 AM,-114.085584719599,51.0551635384535,"(51.0551635384535, -114.085584719599)",1,,
GLAMORGAN SHELL,3805 RICHMOND RD SW,FOOD SERVICE - PREMISES,GLAMORGAN,RENEWAL LICENSED,11/12/2009 12:00:00 AM,-114.141737288461,51.021875092237,"(51.021875092237, -114.141737288461)",1,,
BODYSCULPT MEALS,11229 30 ST SW,FOOD SERVICE - PREMISES,CEDARBRAE,LICENSED,12/08/2016 12:00:00 AM,-114.130062103058,50.9534492575157,"(50.9534492575157, -114.130062103058)",1,,
WESTERN CANADA HEALTH PRODUCTS,#8 1423 CENTRE ST NW,FOOD SERVICE - PREMISES,CRESCENT HEIGHTS,RENEWAL LICENSED,11/22/2012 12:00:00 AM,-114.063195339124,51.064893067416,"(51.064893067416, -114.063195339124)",1,,
PHARMACARE PHARMACY #3,#101 708 11 AV SW,FOOD SERVICE - PREMISES,BELTLINE,LICENSED,01/13/2017 12:00:00 AM,-114.077102411447,51.0430420735745,"(51.0430420735745, -114.077102411447)",1,,
CARESTAR PHARMACY,#217 45 EDENWOLD DR NW,FOOD SERVICE - PREMISES,EDGEMONT,LICENSED,10/19/2016 12:00:00 AM,-114.139331376447,51.1263980992296,"(51.1263980992296, -114.139331376447)",1,,
DUTCH CASH & CARRY,3815 16 ST SE,FOOD SERVICE - PREMISES,ALYTH/BONNYBROOK,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.022591190644,51.0209156432187,"(51.0209156432187, -114.022591190644)",1,,
SMART BROS,#153 3901 54 AV NE,FOOD SERVICE - PREMISES,WESTWINDS,LICENSED,10/18/2016 12:00:00 AM,-113.977577060023,51.1017170332387,"(51.1017170332387, -113.977577060023)",1,,
RAJ FOODS (THE),1314 40 AV NE,FOOD SERVICE - PREMISES,MCCALL,LICENSED,01/13/2017 12:00:00 AM,-114.031004185474,51.089242999168,"(51.089242999168, -114.031004185474)",1,,
SHOP 'N' SAVE,5612 4 ST NW,FOOD SERVICE - PREMISES,THORNCLIFFE,RENEWAL LICENSED,04/21/2014 12:00:00 AM,-114.07048101422,51.1016382511925,"(51.1016382511925, -114.07048101422)",1,,
COTT BEVERAGES WEST,#107 5040 72 AV SE,FOOD SERVICE - PREMISES,FOOTHILLS,LICENSED,03/10/2017 12:00:00 AM,-113.961443495814,50.9903257845514,"(50.9903257845514, -113.961443495814)",1,,
BEE'S CONVENIENCE STOP,#4 4575 25 ST SE,FOOD SERVICE - PREMISES,VALLEYFIELD,RENEWAL LICENSED,05/04/2010 12:00:00 AM,-113.999925896644,51.0135337142006,"(51.0135337142006, -113.999925896644)",1,,
CHOCOLATERIE BERNARD CALLEBAUT,#81 2000 AIRPORT RD NE,FOOD SERVICE - PREMISES,CALGARY INTERNATIONAL AIRPORT,RENEWAL LICENSED,11/23/2010 12:00:00 AM,-114.006647468536,51.1289921492459,"(51.1289921492459, -114.006647468536)",1,,
PARKDALE NIFTY FIFTIES SENIORS ASSOCIATION,3512 5 AV NW,FOOD SERVICE - PREMISES,PARKDALE,RENEWAL LICENSED,10/16/2015 12:00:00 AM,-114.136801792919,51.0604661119765,"(51.0604661119765, -114.136801792919)",1,,
PARTY CITY 2146,#4 9950 MACLEOD TR SE,FOOD SERVICE - PREMISES,WILLOW PARK,RENEWAL LICENSED,08/19/2014 12:00:00 AM,-114.070401543705,50.9619286934918,"(50.9619286934918, -114.070401543705)",1,,
GIMSAP AFRICAN-ASIAN MART,#1C 16 MACEWAN DR NW,FOOD SERVICE - PREMISES,MACEWAN,RENEWAL LICENSED,02/12/2014 12:00:00 AM,-114.10846962219,51.1352973310462,"(51.1352973310462, -114.10846962219)",1,,
BLACK BULL PUB,53 HUNTERHORN RD NE,FOOD SERVICE - PREMISES,HUNTINGTON HILLS,RENEWAL LICENSED,10/29/2009 12:00:00 AM,-114.053122004128,51.1113261588143,"(51.1113261588143, -114.053122004128)",1,,
CHUNG TAI IMPORT/EXPORT TRADING,306 CENTRE ST SE,FOOD SERVICE - PREMISES,CHINATOWN,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.062354464881,51.0500685161731,"(51.0500685161731, -114.062354464881)",1,,
ALBERTA CHEESE COMPANY,2730 84 AV SE,FOOD SERVICE - PREMISES,SHEPARD INDUSTRIAL,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-113.997622596013,50.9780144368003,"(50.9780144368003, -113.997622596013)",1,,
APEX PHARMACIES TUCK SHOP - SHAWNESSY,30 SHANNON PL SW,FOOD SERVICE - PREMISES,SHAWNESSY,RENEWAL LICENSED,10/24/2012 12:00:00 AM,-114.084220377685,50.9134462984356,"(50.9134462984356, -114.084220377685)",1,,
AB MAURI FLEISCHMANN'S,2201 15 ST SE,FOOD SERVICE - PREMISES,ALYTH/BONNYBROOK,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.025640112478,51.0354098899526,"(51.0354098899526, -114.025640112478)",1,,
MASTERMIND TOYS,#132 450 COUNTRY HILLS BV NE,FOOD SERVICE - PREMISES,COUNTRY HILLS VILLAGE,RENEWAL LICENSED,09/19/2014 12:00:00 AM,-114.059172498226,51.1552010630346,"(51.1552010630346, -114.059172498226)",1,,
CHINA TRADITIONAL CHINESE MEDICINE CENTRE/CANCER & PAIN CLINIC,1343A NORTHMOUNT DR NW,FOOD SERVICE - PREMISES,BRENTWOOD,RENEWAL LICENSED,12/23/2003 12:00:00 AM,-114.12944716331,51.093042541936,"(51.093042541936, -114.12944716331)",1,,
EAST AFRICAN STORE,#9 630 1 AV NE,FOOD SERVICE - PREMISES,BRIDGELAND/RIVERSIDE,LICENSED,01/04/2017 12:00:00 AM,-114.04964953001,51.0538377327539,"(51.0538377327539, -114.04964953001)",1,,
MAXIMA BAKERY & CAKE HOUSE,#5 1423 CENTRE ST NW,FOOD SERVICE - PREMISES,CRESCENT HEIGHTS,RENEWAL LICENSED,05/06/2013 12:00:00 AM,-114.063195339124,51.064893067416,"(51.064893067416, -114.063195339124)",1,,
NIELSEN HOMEOPATHIC INTEGRATIVE CLINIC,#224 1919 SIROCCO DR SW,FOOD SERVICE - PREMISES,SIGNAL HILL,LICENSED,06/08/2016 12:00:00 AM,-114.166600760787,51.0363817908363,"(51.0363817908363, -114.166600760787)",1,,
LAKE BONAVISTA COMMUNITY ASSOCIATION,1401 ACADIA DR SE,FOOD SERVICE - PREMISES,LAKE BONAVISTA,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.049198816486,50.9369230878123,"(50.9369230878123, -114.049198816486)",1,,
BAKEMARK INGREDIENTS,3202 9 ST SE,FOOD SERVICE - PREMISES,HIGHFIELD,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.039833892041,51.0255762493134,"(51.0255762493134, -114.039833892041)",1,,
WINKS,4721B 17 AV SE,FOOD SERVICE - PREMISES,FOREST LAWN,RENEWAL LICENSED,03/14/2013 12:00:00 AM,-113.966403684743,51.0374124899613,"(51.0374124899613, -113.966403684743)",1,,
SKYVIEW PHARMASAVE,#2104 55 SKYVIEW RANCH RD NE,FOOD SERVICE - PREMISES,SKYVIEW RANCH,RENEWAL LICENSED,08/27/2015 12:00:00 AM,-113.962783283516,51.1650038639963,"(51.1650038639963, -113.962783283516)",1,,
CANADIAN LIQUOR STORE,2099 146 AV SE,FOOD SERVICE - PREMISES,DEER RUN,RENEWAL LICENSED,01/21/2008 12:00:00 AM,-114.014860377431,50.9196288786265,"(50.9196288786265, -114.014860377431)",1,,
HAIXIANG CHINESE HERBAL MEDICINE,#A 308 CENTRE ST SE,FOOD SERVICE - PREMISES,CHINATOWN,LICENSED,04/27/2017 12:00:00 AM,-114.062367757879,51.0499361946977,"(51.0499361946977, -114.062367757879)",1,,
PARMALAT CANADA,1939 CENTRE AV SE,FOOD SERVICE - PREMISES,MAYLAND,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.010322318815,51.0517007428308,"(51.0517007428308, -114.010322318815)",1,,
DOLLAR STORE,#6 3525 26 AV SE,FOOD SERVICE - PREMISES,DOVER,EXPIRED,03/30/2012 12:00:00 AM,-113.983031864865,51.0299378302388,"(51.0299378302388, -113.983031864865)",1,,
BOW TRAIL HUSKY MARKET,3824 BOW TR SW,FOOD SERVICE - PREMISES,SPRUCE CLIFF,LICENSED,10/21/2016 12:00:00 AM,-114.142653895524,51.0461028223992,"(51.0461028223992, -114.142653895524)",1,,
CRMR AT HOME CATERING,#1 3628 15A ST SE,FOOD SERVICE - PREMISES,ALYTH/BONNYBROOK,RENEWAL LICENSED,10/17/2014 12:00:00 AM,-114.023280100574,51.0223129936621,"(51.0223129936621, -114.023280100574)",1,,
MEDICINE SHOP PHARMACY #178,#105 4411 16 AV NW,FOOD SERVICE - PREMISES,MONTGOMERY,PENDING RENEWAL,05/10/2001 12:00:00 AM,-114.15896371344,51.0679167224483,"(51.0679167224483, -114.15896371344)",1,,
MAC'S CONVENIENCE STORE  #2169,#101 20 INVERNESS SQ SE,FOOD SERVICE - PREMISES,MCKENZIE TOWNE,RENEWAL LICENSED,01/26/2005 12:00:00 AM,-113.969566748438,50.9130995030693,"(50.9130995030693, -113.969566748438)",1,,
SAFEWAY #227,#1C 3625 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES,VARSITY,RENEWAL LICENSED,09/19/2013 12:00:00 AM,-114.155408270939,51.0847250634681,"(51.0847250634681, -114.155408270939)",1,,
ANDERSON ROAD AREA WELLNESS CLINIC,#8 11440 BRAESIDE DR SW,FOOD SERVICE - PREMISES,BRAESIDE,RENEWAL LICENSED,01/31/2008 12:00:00 AM,-114.116551319827,50.953219182513,"(50.953219182513, -114.116551319827)",1,,
SARAH BEAUTY SUPPLIES ETC,#107 2640 52 ST NE,FOOD SERVICE - PREMISES,PINERIDGE,LICENSED,10/05/2016 12:00:00 AM,-113.956056055192,51.0756537498291,"(51.0756537498291, -113.956056055192)",1,,
CALGARY CO-OP CAR WASH #07,#3 5505 SHAGANAPPI TR NW,FOOD SERVICE - PREMISES,DALHOUSIE,RENEWAL LICENSED,05/01/1997 12:00:00 AM,-114.146003050029,51.1027642623412,"(51.1027642623412, -114.146003050029)",1,,
DOLLAR TREE,#406 2929 SUNRIDGE WY NE,FOOD SERVICE - PREMISES,SUNRIDGE,RENEWAL LICENSED,10/28/2010 12:00:00 AM,-113.993832766579,51.0677979312231,"(51.0677979312231, -113.993832766579)",1,,
LIQUOR DEPOT AT PETRO-MEMORIAL,#3 120 36 ST SE,FOOD SERVICE - PREMISES,FOREST HEIGHTS,RENEWAL LICENSED,06/06/2006 12:00:00 AM,-113.980211377063,51.0516358214482,"(51.0516358214482, -113.980211377063)",1,,
HUDSON #1391,#301AC 2016D AIRPORT RD NE,FOOD SERVICE - PREMISES,CALGARY INTERNATIONAL AIRPORT,LICENSED,09/27/2016 12:00:00 AM,-114.006555995687,51.1315581936997,"(51.1315581936997, -114.006555995687)",1,,
H HEIN FOODS,#6 6112 30 ST SE,FOOD SERVICE - PREMISES,FOOTHILLS,RENEWAL LICENSED,05/12/2008 12:00:00 AM,-113.986537709661,50.9997791413155,"(50.9997791413155, -113.986537709661)",1,,
MAC'S CONVENIENCE STORE #2048,#1 1110 CANTERBURY DR SW,FOOD SERVICE - PREMISES,CANYON MEADOWS,RENEWAL LICENSED,04/29/2016 12:00:00 AM,-114.080134633256,50.9366501258801,"(50.9366501258801, -114.080134633256)",1,,
DOLLARAMA,1919B 31 ST SE,FOOD SERVICE - PREMISES,SOUTHVIEW,RENEWAL LICENSED,05/11/2009 12:00:00 AM,-113.990278110315,51.0367452168609,"(51.0367452168609, -113.990278110315)",1,,
BANKVIEW COMMUNITY,2418 17 ST SW,FOOD SERVICE - PREMISES,BANKVIEW,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.101495229695,51.032517077292,"(51.032517077292, -114.101495229695)",1,,
NORTH SEA FISH,3320B 9 ST SE,FOOD SERVICE - PREMISES,HIGHFIELD,RENEWAL LICENSED,10/07/1994 12:00:00 AM,-114.039792158514,51.0245615457277,"(51.0245615457277, -114.039792158514)",1,,
SHOPPERS DRUG MART #306,1919B SOUTHLAND DR SW,FOOD SERVICE - PREMISES,BRAESIDE,RENEWAL LICENSED,11/25/2002 12:00:00 AM,-114.104945736113,50.9607668802028,"(50.9607668802028, -114.104945736113)",1,,
ROCKY MOUNTAIN GAME MEATS,#G 1003 55 AV NE,FOOD SERVICE - PREMISES,SKYLINE EAST,RENEWAL LICENSED,04/23/1997 12:00:00 AM,-114.040304640287,51.1015424638343,"(51.1015424638343, -114.040304640287)",1,,
WINKS,#35 8 WESTON DR SW,FOOD SERVICE - PREMISES,WEST SPRINGS,LICENSED,12/16/2016 12:00:00 AM,-114.194455683191,51.0636512694142,"(51.0636512694142, -114.194455683191)",1,,
CALGARY CHINESE ELDERLY CITIZEN'S ASSOCIATION (THE),111 RIVERFRONT AV SW,FOOD SERVICE - PREMISES,CHINATOWN,RENEWAL LICENSED,03/08/2000 12:00:00 AM,-114.062972413127,51.0519236595199,"(51.0519236595199, -114.062972413127)",1,,
CROSSPOINTE PHARMACY,#7 4527 8 AV SE,FOOD SERVICE - PREMISES,FOREST LAWN,RENEWAL LICENSED,09/26/2013 12:00:00 AM,-113.969199909285,51.0443493017398,"(51.0443493017398, -113.969199909285)",1,,
